%time,field.header.seq,field.header.stamp,field.header.frame_id,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w,field.orientation_covariance0,field.orientation_covariance1,field.orientation_covariance2,field.orientation_covariance3,field.orientation_covariance4,field.orientation_covariance5,field.orientation_covariance6,field.orientation_covariance7,field.orientation_covariance8,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.angular_velocity_covariance0,field.angular_velocity_covariance1,field.angular_velocity_covariance2,field.angular_velocity_covariance3,field.angular_velocity_covariance4,field.angular_velocity_covariance5,field.angular_velocity_covariance6,field.angular_velocity_covariance7,field.angular_velocity_covariance8,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,correctecd_l,correctecd_r,field.linear_acceleration_covariance2,field.linear_acceleration_covariance3,field.linear_acceleration_covariance4,field.linear_acceleration_covariance5,field.linear_acceleration_covariance6,field.linear_acceleration_covariance7,field.linear_acceleration_covariance8
1.68E+18,2499,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,-0.00110124,-0.00018088,-0.00043092,0,0,0,0,0,0,0,0,0,-0.69141757,0.320198841,9.789764913,0.21640882,0.5066426,0,0,0,0,0,0,0
1.68E+18,2500,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,-0.00056924,0.00035112,0.00010108,0,0,0,0,0,0,0,0,0,-0.696272739,0.327377897,9.78450498,0.2043631,0.5062442,0,0,0,0,0,0,0
1.68E+18,2501,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,-3.72E-05,-0.00018088,-0.00096292,0,0,0,0,0,0,0,0,0,-0.691415616,0.319980703,9.782532599,0.2067199,0.55835634,0,0,0,0,0,0,0
1.68E+18,2502,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,0.00049476,0.00035112,0.00063308,0,0,0,0,0,0,0,0,0,-0.691400846,0.317800109,9.789854244,0.20490728,0.5062442,0,0,0,0,0,0,0
1.68E+18,2503,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,-0.00056924,-0.00018088,0.00063308,0,0,0,0,0,0,0,0,0,-0.691434286,0.32259657,9.789675618,0.2043631,0.5062442,0,0,0,0,0,0,0
1.68E+18,2504,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,-0.00056924,-0.00018088,-0.00043092,0,0,0,0,0,0,0,0,0,-0.69619044,0.315531677,9.789773442,0.2026691,0.5066426,0,0,0,0,0,0,0
1.68E+18,2505,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,-3.72E-05,0.00088312,0.00010108,0,0,0,0,0,0,0,0,0,-0.69381892,0.320118041,9.784858004,0.2043631,0.51437306,0,0,0,0,0,0,0
1.68E+18,2506,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,0.00155876,0.00035112,-0.00043092,0,0,0,0,0,0,0,0,0,-0.698593744,0.315669046,9.792099855,0.20245841,0.49972984,0,0,0,0,0,0,0
1.68E+18,2507,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,-0.00056924,-0.00018088,0.00010108,0,0,0,0,0,0,0,0,0,-0.691431681,0.3223057,9.780031861,0.20644699,0.5579173,0,0,0,0,0,0,0
1.68E+18,2508,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,0.00102676,-0.00018088,-0.00043092,0,0,0,0,0,0,0,0,0,-0.693836939,0.322661206,9.789590588,0.20517816,0.5066426,0,0,0,0,0,0,0
1.68E+18,2509,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,0.00102676,-0.00018088,0.00010108,0,0,0,0,0,0,0,0,0,-0.689013261,0.320061445,9.787438536,0.20490728,0.5062442,0,0,0,0,0,0,0
1.68E+18,2510,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,-3.72E-05,-0.00018088,0.00116508,0,0,0,0,0,0,0,0,0,-0.689016518,0.320425049,9.799493736,0.20416349,0.44635707,0,0,0,0,0,0,0
1.68E+18,2511,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,-3.72E-05,0.00088312,0.00010108,0,0,0,0,0,0,0,0,0,-0.696207156,0.317929407,9.789684148,0.2043631,0.51437306,0,0,0,0,0,0,0
1.68E+18,2512,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,-0.00056924,0.00088312,-0.00096292,0,0,0,0,0,0,0,0,0,-0.69381436,0.319609002,9.767980925,0.2067199,0.567322,0,0,0,0,0,0,0
1.68E+18,2513,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,-3.72E-05,-0.00018088,-0.00043092,0,0,0,0,0,0,0,0,0,-0.693833682,0.322297602,9.777535388,0.2067199,0.55835634,0,0,0,0,0,0,0
1.68E+18,2514,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,-3.72E-05,0.00088312,0.00116508,0,0,0,0,0,0,0,0,0,-0.696217366,0.319600931,9.765484416,0.20644699,0.5067302,0,0,0,0,0,0,0
1.68E+18,2515,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,-0.00056924,0.00141512,-0.00096292,0,0,0,0,0,0,0,0,0,-0.703405698,0.316959827,9.750852984,0.2067199,0.5649229,0,0,0,0,0,0,0
1.68E+18,2516,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,0.00049476,-0.00071288,0.00010108,0,0,0,0,0,0,0,0,0,-0.693827169,0.321570395,9.753424987,0.20699674,0.55555797,0,0,0,0,0,0,0
1.68E+18,2517,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,0.00634676,-0.02092988,0.00010108,0,0,0,0,0,0,0,0,0,-0.479743543,0.286457992,9.90208445,0.6044907,0.98012716,0,0,0,0,0,0,0
1.68E+18,2518,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,-0.00163324,0.09451712,-0.00468692,0,0,0,0,0,0,0,0,0,-0.571736356,0.387096193,9.651410164,0.21208,0.81870884,0,0,0,0,0,0,0
1.68E+18,2519,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,0.02709576,-0.02146188,-0.00202692,0,0,0,0,0,0,0,0,0,-0.525827779,-0.340324779,9.851278627,1.1364062,1.04133,0,0,0,0,0,0,0
1.68E+18,2520,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,0.14041376,-0.19223788,-0.10257692,0,0,0,0,0,0,0,0,0,-1.56984394,0.519606261,10.09492395,0.20544729,0.5122506,0,0,0,0,0,0,0
1.68E+18,2521,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,0.17286676,-0.35290488,-0.09938492,0,0,0,0,0,0,0,0,0,-0.504128731,0.335511526,10.15287174,0.26935014,0.78837913,0,0,0,0,0,0,0
1.68E+18,2522,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,0.17659076,0.01258712,0.05223808,0,0,0,0,0,0,0,0,0,-1.158612526,-0.216345011,9.63424258,0.21856852,0.5012443,0,0,0,0,0,0,0
1.68E+18,2523,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,0.00209076,0.17165912,0.20120208,0,0,0,0,0,0,0,0,0,-1.257749914,-0.818226029,9.882407737,0.17912385,0.49558926,0,0,0,0,0,0,0
1.68E+18,2524,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,0.19042276,-0.09913488,0.01925308,0,0,0,0,0,0,0,0,0,0.655760619,0.433131826,9.769165254,0.64634323,0.61010575,0,0,0,0,0,0,0
1.68E+18,2525,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,-0.46288824,-0.12413988,-0.17812292,0,0,0,0,0,0,0,0,0,-1.80187745,-3.069644121,9.546317736,0.19337672,0.49869335,0,0,0,0,0,0,0
1.68E+18,2526,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,-0.07505124,0.15569812,0.05915408,0,0,0,0,0,0,0,0,0,-1.103711918,0.877403052,8.700165898,0.20601669,0.53833145,0,0,0,0,0,0,0
1.68E+18,2527,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,0.31118976,0.01524712,0.14321208,0,0,0,0,0,0,0,0,0,-1.485563087,-0.538885884,9.939061908,0.24542174,0.47675243,0,0,0,0,0,0,0
1.68E+18,2528,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,0.01539076,-0.13690788,-0.22068392,0,0,0,0,0,0,0,0,0,-1.478902193,-1.152039952,10.22990255,0.19056186,0.5200476,0,0,0,0,0,0,0
1.68E+18,2529,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,-0.22986624,0.14878212,0.17406908,0,0,0,0,0,0,0,0,0,-1.88610248,0.404122669,8.360086756,0.42086124,0.62965626,0,0,0,0,0,0,0
1.68E+18,2530,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,0.12019776,0.13069412,0.07777508,0,0,0,0,0,0,0,0,0,-2.493035747,0.24783757,10.3363224,0.33804592,0.63091713,0,0,0,0,0,0,0
1.68E+18,2531,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,0.10264076,-0.24437488,-0.01798692,0,0,0,0,0,0,0,0,0,-2.078402864,-0.978019179,10.11112198,0.26779062,0.55905384,0,0,0,0,0,0,0
1.68E+18,2532,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,-0.19049724,-0.02199388,0.01659308,0,0,0,0,0,0,0,0,0,-2.330610847,-1.326423641,9.149845553,0.4759051,0.8231089,0,0,0,0,0,0,0
1.68E+18,2533,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,0.12658176,0.24560812,0.08149908,0,0,0,0,0,0,0,0,0,-0.925930586,-0.503738913,9.474263288,0.20674719,0.49700695,0,0,0,0,0,0,0
1.68E+18,2534,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,-0.05111024,0.18336312,-0.07916892,0,0,0,0,0,0,0,0,0,-0.73476618,-2.081501456,10.26816499,0.21168052,0.50816953,0,0,0,0,0,0,0
1.68E+18,2535,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,-0.13782824,0.06366012,0.09267108,0,0,0,0,0,0,0,0,0,-1.559153588,0.026654317,9.3604468,0.19970231,0.47480947,0,0,0,0,0,0,0
1.68E+18,2536,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,0.19946776,0.23284012,0.11022708,0,0,0,0,0,0,0,0,0,-1.447479555,-1.514108964,9.158201515,0.20495345,0.5028714,0,0,0,0,0,0,0
1.68E+18,2537,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,-0.21603424,-0.01826988,-0.31431792,0,0,0,0,0,0,0,0,0,-2.199010668,-2.286046508,9.769175034,0.29407635,0.6837871,0,0,0,0,0,0,0
1.68E+18,2538,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,0.06912476,0.13814212,0.01925308,0,0,0,0,0,0,0,0,0,-0.037173083,0.576370267,8.622475028,0.7793621,0.6952783,0,0,0,0,0,0,0
1.68E+18,2539,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,0.11966576,0.04823212,0.09160708,0,0,0,0,0,0,0,0,0,-0.116776971,-0.426962916,10.30302515,0.31916618,0.48052758,0,0,0,0,0,0,0
1.68E+18,2540,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,-0.02876624,0.02429112,-0.07704092,0,0,0,0,0,0,0,0,0,-2.337330484,-2.088611262,9.501257955,0.32442203,0.6900768,0,0,0,0,0,0,0
1.68E+18,2541,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,-0.02131724,0.30732212,0.18311308,0,0,0,0,0,0,0,0,0,-2.386119371,-0.945417373,8.996256869,0.20865567,0.56388426,0,0,0,0,0,0,0
1.68E+18,2542,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,0.28405776,-0.20394188,0.01925308,0,0,0,0,0,0,0,0,0,-0.449427292,-0.958849368,9.789899178,0.26253778,0.841423,0,0,0,0,0,0,0
1.68E+18,2543,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,-0.37883024,0.17910712,0.01712508,0,0,0,0,0,0,0,0,0,-2.492793912,-0.465008241,9.066533824,0.33270133,0.70273775,0,0,0,0,0,0,0
1.68E+18,2544,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,0.23564376,-0.04220988,-0.04352392,0,0,0,0,0,0,0,0,0,-1.570624553,-0.394046473,9.170451765,0.20063527,0.64157456,0,0,0,0,0,0,0
1.68E+18,2545,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,0.08668076,-0.38854988,0.04479008,0,0,0,0,0,0,0,0,0,-2.83996399,-0.993865377,9.914139665,0.23660739,0.5490623,0,0,0,0,0,0,0
1.68E+18,2546,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,0.10370476,0.16899912,-0.02383992,0,0,0,0,0,0,0,0,0,-1.673192867,-1.190284697,9.099836744,0.16794732,0.47250032,0,0,0,0,0,0,0
1.68E+18,2547,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,-0.00588924,0.05408412,0.08894708,0,0,0,0,0,0,0,0,0,-0.479603427,-0.766135386,9.784143737,0.21019894,0.532991,0,0,0,0,0,0,0
1.68E+18,2548,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,-0.07345524,-0.04220988,-0.04831192,0,0,0,0,0,0,0,0,0,-0.773117326,-0.362385019,9.129126109,0.19900133,0.5581086,0,0,0,0,0,0,0
1.68E+18,2549,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,-0.01918924,-0.03316588,-0.08608492,0,0,0,0,0,0,0,0,0,-1.097973749,-0.65001323,10.5140762,0.20194733,0.49948397,0,0,0,0,0,0,0
1.68E+18,2550,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,-0.07451924,0.05621212,-0.05788792,0,0,0,0,0,0,0,0,0,-1.675176975,0.122934641,9.659438128,0.23603964,0.5420764,0,0,0,0,0,0,0
1.68E+18,2551,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,-0.01546524,-0.02571788,-0.03128792,0,0,0,0,0,0,0,0,0,-1.416068221,0.179542488,9.627635112,0.21958137,0.60424644,0,0,0,0,0,0,0
1.68E+18,2552,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,-0.04951424,0.10196512,-0.05416392,0,0,0,0,0,0,0,0,0,-0.961213312,0.074154535,9.738901096,0.19915153,0.50223744,0,0,0,0,0,0,0
1.68E+18,2553,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,-0.03355424,0.06525612,-0.00734692,0,0,0,0,0,0,0,0,0,-1.222923334,0.389940486,9.858211979,0.20285885,0.44949228,0,0,0,0,0,0,0
1.68E+18,2554,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,-0.01599724,-0.00230888,0.00063308,0,0,0,0,0,0,0,0,0,-0.964658184,0.223423566,9.75015552,0.21102181,0.5690723,0,0,0,0,0,0,0
1.68E+18,2555,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,-0.01227324,-0.00443688,0.00063308,0,0,0,0,0,0,0,0,0,-0.849273849,0.216032878,9.771293684,0.21103379,0.5742073,0,0,0,0,0,0,0
1.68E+18,2556,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,0.00155876,0.00673512,-0.00096292,0,0,0,0,0,0,0,0,0,-0.890379137,0.253033216,9.766097661,0.20633596,0.5843182,0,0,0,0,0,0,0
1.68E+18,2557,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,-0.02770224,-0.04486988,0.00276108,0,0,0,0,0,0,0,0,0,-1.10120673,0.165694965,9.619666877,0.2456166,0.5308526,0,0,0,0,0,0,0
1.68E+18,2558,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,-0.01759324,0.00513912,-0.00096292,0,0,0,0,0,0,0,0,0,-0.882492545,0.156034368,9.740993175,0.26650763,0.58889306,0,0,0,0,0,0,0
1.68E+18,2559,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,0.00847476,0.00833112,-0.00043092,0,0,0,0,0,0,0,0,0,-0.830329245,0.255996216,9.760811972,0.21552017,0.57436574,0,0,0,0,0,0,0
1.68E+18,2560,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,0.00368676,-0.00337288,-0.00149492,0,0,0,0,0,0,0,0,0,-0.839144713,0.14120945,9.846822233,0.20374966,0.52665097,0,0,0,0,0,0,0
1.68E+18,2561,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,0.04890776,0.03333612,0.00222908,0,0,0,0,0,0,0,0,0,-0.611021743,0.162971681,9.66559232,0.21413256,0.5500356,0,0,0,0,0,0,0
1.68E+18,2562,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,0.22447176,0.19772712,-0.03075592,0,0,0,0,0,0,0,0,0,-0.13412844,0.347197206,9.29139607,0.6187359,0.54089934,0,0,0,0,0,0,0
1.68E+18,2563,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,0.31597776,-0.00071288,0.19854108,0,0,0,0,0,0,0,0,0,-0.183426759,0.175886468,9.853610544,0.20508592,0.4856429,0,0,0,0,0,0,0
1.68E+18,2564,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,-0.02025324,-0.19330188,-0.04884392,0,0,0,0,0,0,0,0,0,-0.239457933,0.627471193,10.20910282,0.38571897,0.6001964,0,0,0,0,0,0,0
1.68E+18,2565,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,-0.05802624,0.13495012,0.00222908,0,0,0,0,0,0,0,0,0,-0.00488407,0.412980669,10.08028322,0.41208315,0.5667585,0,0,0,0,0,0,0
1.68E+18,2566,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,0.01326276,-0.01667388,0.12725208,0,0,0,0,0,0,0,0,0,-0.385412069,-0.839797557,10.29458003,0.2640392,0.6276944,0,0,0,0,0,0,0
1.68E+18,2567,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,0.08934076,-0.08530288,-0.06693292,0,0,0,0,0,0,0,0,0,-1.187948573,0.199130246,9.772339203,0.20398004,0.5098232,0,0,0,0,0,0,0
1.68E+18,2568,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,0.12445376,-0.01720588,-0.07012492,0,0,0,0,0,0,0,0,0,-0.001120273,-0.12736501,10.15592173,0.24837644,0.5849061,0,0,0,0,0,0,0
1.68E+18,2569,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,-0.19156124,-0.03688988,-0.02703192,0,0,0,0,0,0,0,0,0,-0.417229338,-0.406030515,9.604002986,0.48501945,0.6772063,0,0,0,0,0,0,0
1.68E+18,2570,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,0.20372376,0.04344412,-0.05363192,0,0,0,0,0,0,0,0,0,-0.213752368,0.047359789,9.623191321,0.37855387,0.47789168,0,0,0,0,0,0,0
1.68E+18,2571,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,-0.13676424,-0.12254388,-0.03767192,0,0,0,0,0,0,0,0,0,-0.572354363,-1.589745544,9.451782501,0.47781983,0.57680047,0,0,0,0,0,0,0
1.68E+18,2572,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,0.25532876,0.04184812,-0.11055792,0,0,0,0,0,0,0,0,0,-0.482914989,0.057283216,9.304608743,0.4561073,0.56130254,0,0,0,0,0,0,0
1.68E+18,2573,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,-0.12080424,-0.05072188,0.05915408,0,0,0,0,0,0,0,0,0,-1.384157675,-1.985419717,9.747459737,0.20086713,0.548383,0,0,0,0,0,0,0
1.68E+18,2574,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,0.79319276,0.06898012,-0.09193692,0,0,0,0,0,0,0,0,0,0.887746023,-1.487819682,10.84267928,0.19049175,0.47327822,0,0,0,0,0,0,0
1.68E+18,2575,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,0.52771876,0.17857512,-0.23451592,0,0,0,0,0,0,0,0,0,1.416584041,-1.171367056,10.36399964,0.19909713,0.4760979,0,0,0,0,0,0,0
